Date,Open,High,Low,Close,Adj Close,Volume
2014-03-12,18.320000,18.558001,18.180500,18.532000,18.532000,44332000
2014-03-13,18.830999,19.155500,18.403999,18.575500,18.575500,136580000
2014-03-14,18.639999,18.928499,18.577499,18.687000,18.687000,88044000
2014-03-17,18.785999,18.942499,18.743999,18.752001,18.752001,46060000
2014-03-18,18.865999,18.950001,18.750000,18.938499,18.938499,49670000
2014-03-19,18.938499,18.950001,18.471001,18.661501,18.661501,52934000
2014-03-20,18.532000,18.650000,18.311001,18.448500,18.448500,51170000
2014-03-21,18.549999,18.642000,17.920000,18.031000,18.031000,108282000
2014-03-24,18.004499,18.075001,17.430000,17.592501,17.592501,97470000
2014-03-25,17.701500,17.948500,17.441999,17.735500,17.735500,88914000
2014-03-26,17.856501,17.879999,17.170000,17.170500,17.170500,82414000
2014-03-27,17.157499,17.200001,16.544001,16.923500,16.923500,115328000
2014-03-28,17.002501,17.350000,16.804001,16.914499,16.914499,79736000
2014-03-31,17.120001,17.314501,16.702999,16.818501,16.818501,85950000
2014-04-01,16.904499,17.221500,16.900000,17.149500,17.149500,72002000
2014-04-02,17.299500,17.415001,17.018999,17.098000,17.098000,89510000
2014-04-03,17.091000,17.125000,16.423000,16.681000,16.681000,127986000
2014-04-04,16.757500,16.771999,15.780500,16.150000,16.150000,250692000
2014-04-07,16.049500,16.247000,15.656500,15.888000,15.888000,141548000
2014-04-08,16.094000,16.400000,15.922000,16.353500,16.353500,131552000
2014-04-09,16.423500,16.608999,16.125000,16.590500,16.590500,101132000
2014-04-10,16.530001,16.549999,15.825000,15.855500,15.855500,122534000
2014-04-11,15.700000,15.825000,15.475000,15.586500,15.586500,145750000
2014-04-14,15.883500,16.024000,15.564000,15.795500,15.795500,85870000
2014-04-15,15.835000,15.914000,15.275000,15.804000,15.804000,107972000
2014-04-16,16.058500,16.200001,15.735500,16.184000,16.184000,85698000
2014-04-17,15.988000,16.433001,15.988000,16.245501,16.245501,85984000
2014-04-21,16.198500,16.557501,16.115499,16.543501,16.543501,59988000
2014-04-22,16.600000,16.875000,16.447001,16.466000,16.466000,74232000
2014-04-23,16.653000,16.656500,16.169500,16.229000,16.229000,72092000
2014-04-24,16.483500,16.870001,16.147499,16.857500,16.857500,185874000
2014-04-25,15.812500,15.824500,15.135500,15.191500,15.191500,323604000
2014-04-28,15.200000,15.219500,14.400000,14.829000,14.829000,289596000
2014-04-29,14.822000,15.092000,14.522500,15.019000,15.019000,130186000
2014-04-30,14.905000,15.228000,14.905000,15.206500,15.206500,81772000
2014-05-01,15.206500,15.524000,15.200000,15.394500,15.394500,86572000
2014-05-02,15.521000,15.664500,15.215500,15.400500,15.400500,79902000
2014-05-05,15.318500,15.511500,15.250000,15.502500,15.502500,50398000
2014-05-06,15.476500,15.490500,14.852000,14.869000,14.869000,93646000
2014-05-07,14.778000,14.820000,14.334000,14.635500,14.635500,140304000
2014-05-08,14.541000,14.794000,14.361500,14.416000,14.416000,76964000
2014-05-09,14.528500,14.684000,14.219000,14.612000,14.612000,81260000
2014-05-12,14.715000,15.167000,14.708000,15.143000,15.143000,74592000
2014-05-13,15.130000,15.280000,15.037500,15.232000,15.232000,70198000
2014-05-14,15.125000,15.232000,14.833000,14.881000,14.881000,66466000
2014-05-15,14.901000,14.960000,14.519000,14.759500,14.759500,85902000
2014-05-16,14.640000,14.944000,14.577500,14.885000,14.885000,72736000
2014-05-19,14.788000,14.950000,14.690500,14.838000,14.838000,45684000
2014-05-20,14.855000,15.223000,14.837500,15.059500,15.059500,81914000
2014-05-21,15.110500,15.298000,15.076000,15.250500,15.250500,68176000
2014-05-22,15.252500,15.427000,15.150500,15.245500,15.245500,51536000
2014-05-23,15.273000,15.617500,15.245000,15.612000,15.612000,61058000
2014-05-27,15.720500,15.731500,15.369000,15.541000,15.541000,97242000
2014-05-28,15.475000,15.691000,15.371000,15.508000,15.508000,54520000
2014-05-29,15.521000,15.743500,15.510000,15.689000,15.689000,47310000
2014-05-30,15.721500,15.732500,15.378500,15.627500,15.627500,85204000
2014-06-02,15.629500,15.630000,15.350000,15.442000,15.442000,44068000
2014-06-03,15.287500,15.396000,15.253500,15.359500,15.359500,47584000
2014-06-04,15.342500,15.475000,15.192000,15.339000,15.339000,42142000
2014-06-05,15.405000,16.396999,15.345000,16.178499,16.178499,155934000
2014-06-06,16.250000,16.544001,16.246500,16.483500,16.483500,104880000
2014-06-09,16.578501,16.650000,16.282499,16.375000,16.375000,64244000
2014-06-10,16.382500,16.775000,16.375000,16.620501,16.620501,73268000
2014-06-11,16.799999,17.035999,16.694000,16.760000,16.760000,88736000
2014-06-12,16.777500,16.777500,16.233000,16.295500,16.295500,85526000
2014-06-13,16.352501,16.465000,16.176500,16.313499,16.313499,55296000
2014-06-16,16.243000,16.434500,16.176001,16.381001,16.381001,48996000
2014-06-17,16.377001,16.566999,16.261499,16.281000,16.281000,58482000
2014-06-18,16.400000,16.787500,16.250000,16.719000,16.719000,128030000
2014-06-19,16.763000,16.945000,16.299000,16.350000,16.350000,106412000
2014-06-20,16.388000,16.410999,16.021000,16.209999,16.209999,121080000
2014-06-23,16.166500,16.377501,16.070499,16.362000,16.362000,52096000
2014-06-24,16.377001,16.486500,16.136999,16.208000,16.208000,52532000
2014-06-25,16.216499,16.407499,16.087000,16.372000,16.372000,46556000
2014-06-26,16.424500,16.432501,16.106501,16.284500,16.284500,53990000
2014-06-27,16.294001,16.326000,16.163500,16.228500,16.228500,48324000
2014-06-30,16.249001,16.349001,16.112000,16.239000,16.239000,53426000
2014-07-01,16.292999,16.660000,16.254999,16.619499,16.619499,63472000
2014-07-02,16.660000,16.837999,16.583000,16.642500,16.642500,53626000
2014-07-03,16.741501,16.915001,16.653999,16.874500,16.874500,38886000
2014-07-07,16.875000,16.877501,16.625999,16.677500,16.677500,42578000
2014-07-08,16.655001,16.687000,16.070000,16.190500,16.190500,85432000
2014-07-09,16.235500,16.510000,16.157499,16.498501,16.498501,63322000
2014-07-10,16.216999,16.499001,16.132500,16.396000,16.396000,53300000
2014-07-11,16.735500,17.350000,16.735500,17.309999,17.309999,166016000
2014-07-14,17.351500,17.788500,17.268000,17.766001,17.766001,112198000
2014-07-15,17.686001,17.779499,17.469999,17.722000,17.722000,83418000
2014-07-16,17.781000,17.966000,17.650000,17.795000,17.795000,70072000
2014-07-17,17.672001,17.848000,17.569000,17.622499,17.622499,72720000
2014-07-18,17.719999,17.983999,17.604000,17.933001,17.933001,68148000
2014-07-21,17.905001,18.085501,17.836000,17.988001,17.988001,45568000
2014-07-22,17.762501,18.146500,17.762501,18.042000,18.042000,57778000
2014-07-23,17.952499,18.031500,17.830999,17.907000,17.907000,53746000
2014-07-24,17.999001,18.242500,17.926001,17.930500,17.930500,141774000
2014-07-25,15.865000,16.243500,15.738000,16.200500,16.200500,356930000
2014-07-28,16.212500,16.240999,15.825000,16.020500,16.020500,118640000
2014-07-29,16.099001,16.145000,15.975000,16.000000,16.000000,57676000
2014-07-30,16.072500,16.136499,15.925000,16.125500,16.125500,79380000
2014-07-31,16.000500,16.034000,15.593000,15.649500,15.649500,103840000
2014-08-01,15.684500,15.791500,15.229500,15.353000,15.353000,148830000
2014-08-04,15.442000,15.809000,15.425000,15.682500,15.682500,84018000
2014-08-05,15.665000,15.727500,15.503000,15.616000,15.616000,57042000
2014-08-06,15.541500,15.789000,15.510000,15.694500,15.694500,45938000
2014-08-07,15.760500,15.794000,15.482500,15.572500,15.572500,58712000
2014-08-08,15.597000,15.866000,15.533000,15.840000,15.840000,54118000
2014-08-11,15.924000,16.018999,15.844000,15.916500,15.916500,49372000
2014-08-12,15.944500,16.065500,15.847500,15.966000,15.966000,38316000
2014-08-13,16.379999,16.586000,16.306999,16.313999,16.313999,98782000
2014-08-14,16.389999,16.704500,16.335501,16.660500,16.660500,68408000
2014-08-15,16.700001,16.750000,16.416000,16.681499,16.681499,77934000
2014-08-18,16.774000,16.889999,16.688499,16.726500,16.726500,49708000
2014-08-19,16.743500,16.790501,16.650499,16.756500,16.756500,34276000
2014-08-20,16.733999,16.858000,16.701000,16.789000,16.789000,36210000
2014-08-21,16.823999,16.829000,16.611500,16.645500,16.645500,39422000
2014-08-22,16.649500,16.704000,16.540001,16.579500,16.579500,44224000
2014-08-25,16.660500,16.838499,16.635500,16.701000,16.701000,39154000
2014-08-26,16.850000,17.218000,16.727501,17.091499,17.091499,73094000
2014-08-27,17.104500,17.333500,17.066999,17.159000,17.159000,59232000
2014-08-28,17.000000,17.089500,16.940001,17.000999,17.000999,45054000
2014-08-29,17.087999,17.091000,16.884001,16.952000,16.952000,38790000
2014-09-02,16.999001,17.125000,16.858000,17.118999,17.118999,46520000
2014-09-03,17.127001,17.163500,16.877501,16.950001,16.950001,39874000
2014-09-04,17.184500,17.469000,17.179001,17.297501,17.297501,79312000
2014-09-05,17.315001,17.341499,17.125000,17.319000,17.319000,42140000
2014-09-08,17.226999,17.290501,16.952000,17.117001,17.117001,59106000
2014-09-09,17.080500,17.087999,16.459000,16.487499,16.487499,92936000
2014-09-10,16.715000,16.749001,16.441000,16.566500,16.566500,75948000
2014-09-11,16.497000,16.650499,16.319500,16.525999,16.525999,54404000
2014-09-12,16.478001,16.644501,16.439501,16.559500,16.559500,68586000
2014-09-15,16.545500,16.566500,15.950000,16.194500,16.194500,80008000
2014-09-16,16.053499,16.474001,16.004999,16.388000,16.388000,65198000
2014-09-17,16.388000,16.400000,16.076000,16.200001,16.200001,82720000
2014-09-18,16.271999,16.355000,16.185499,16.250000,16.250000,51538000
2014-09-19,16.379999,16.638000,16.278500,16.566000,16.566000,137724000
2014-09-22,16.424500,16.474501,16.052999,16.225000,16.225000,62194000
2014-09-23,16.122999,16.379999,16.062500,16.181499,16.181499,47052000
2014-09-24,16.208500,16.472000,15.978000,16.410500,16.410500,52844000
2014-09-25,16.399500,16.427000,16.070000,16.096500,16.096500,58576000
2014-09-26,16.030001,16.174999,15.882000,16.160500,16.160500,72760000
2014-09-29,16.025000,16.187500,15.950000,16.091000,16.091000,38492000
2014-09-30,16.068001,16.171499,15.925500,16.122000,16.122000,52724000
2014-10-01,16.101999,16.108500,15.777500,15.873000,15.873000,61782000
2014-10-02,15.846000,15.926500,15.565500,15.920500,15.920500,71078000
2014-10-03,16.018000,16.257999,15.976500,16.136999,16.136999,60748000
2014-10-06,16.174999,16.206499,15.980000,16.110001,16.110001,45806000
2014-10-07,15.971500,16.100000,15.833500,15.849000,15.849000,47308000
2014-10-08,15.829000,16.205500,15.707000,16.135000,16.135000,69056000
2014-10-09,16.074499,16.113501,15.726000,15.768500,15.768500,71758000
2014-10-10,15.701000,15.888500,15.569000,15.569500,15.569500,73638000
2014-10-13,15.493500,15.660000,15.173500,15.322500,15.322500,87278000
2014-10-14,15.400000,15.612000,15.287500,15.415500,15.415500,67716000
2014-10-15,15.217500,15.395000,14.955000,15.298500,15.298500,106878000
2014-10-16,14.691500,15.341000,14.691500,15.143000,15.143000,94626000
2014-10-17,15.357500,15.460000,15.136000,15.182000,15.182000,88102000
2014-10-20,15.147500,15.326500,15.101000,15.310500,15.310500,64690000
2014-10-21,15.495000,15.782000,15.353500,15.766500,15.766500,71186000
2014-10-22,15.771500,15.949000,15.632000,15.648500,15.648500,62518000
2014-10-23,15.670000,15.840000,15.570000,15.659000,15.659000,180764000
2014-10-24,14.220000,14.690500,14.200000,14.353000,14.353000,396022000
2014-10-27,14.285000,14.521000,14.251000,14.498500,14.498500,119012000
2014-10-28,14.488000,14.900000,14.488000,14.779500,14.779500,111452000
2014-10-29,14.955500,14.980500,14.653500,14.706000,14.706000,97638000
2014-10-30,14.699000,14.987000,14.618000,14.953500,14.953500,81104000
2014-10-31,15.257500,15.286000,15.075000,15.273000,15.273000,91014000
2014-11-03,15.312000,15.400500,15.162000,15.286000,15.286000,64850000
2014-11-04,15.199500,15.212500,15.008500,15.140500,15.140500,68548000
2014-11-05,15.150500,15.200000,14.708000,14.826000,14.826000,93490000
2014-11-06,14.834500,14.850000,14.614500,14.832000,14.832000,75162000
2014-11-07,14.891000,14.999500,14.814500,14.993000,14.993000,52948000
2014-11-10,15.000000,15.290000,15.000000,15.255500,15.255500,56182000
2014-11-11,15.297000,15.619000,15.182500,15.600500,15.600500,76072000
2014-11-12,15.537500,15.629000,15.439500,15.575500,15.575500,43660000
2014-11-13,15.600000,15.894500,15.575500,15.824000,15.824000,73728000
2014-11-14,15.856000,16.643999,15.820000,16.391001,16.391001,177556000
2014-11-17,16.322001,16.400000,15.901500,16.152500,16.152500,95698000
2014-11-18,16.199499,16.478001,16.162500,16.246500,16.246500,70990000
2014-11-19,16.362499,16.420000,16.201000,16.327000,16.327000,65632000
2014-11-20,16.200001,16.633499,16.166500,16.527000,16.527000,68734000
2014-11-21,16.771000,16.916500,16.573500,16.631500,16.631500,89332000
2014-11-24,16.739000,16.869499,16.680000,16.782000,16.782000,55084000
2014-11-25,16.763500,16.816500,16.563999,16.752001,16.752001,51300000
2014-11-26,16.688999,16.732500,16.587500,16.678499,16.678499,39672000
2014-11-28,16.801500,17.063000,16.801500,16.931999,16.931999,61036000
2014-12-01,16.906000,17.032000,16.296499,16.299999,16.299999,98898000
2014-12-02,16.375000,16.396500,16.162500,16.315500,16.315500,55806000
2014-12-03,16.286501,16.338499,15.718000,15.825000,15.825000,113620000
2014-12-04,15.776500,15.929500,15.673500,15.846500,15.846500,65806000
2014-12-05,15.840000,15.846500,15.542000,15.631500,15.631500,65304000
2014-12-08,15.578500,15.828000,15.241000,15.332000,15.332000,72784000
2014-12-09,15.149500,15.682000,15.057000,15.625000,15.625000,80990000
2014-12-10,15.600000,15.659500,15.234000,15.292000,15.292000,64918000
2014-12-11,15.394500,15.632000,15.300500,15.368000,15.368000,65258000
2014-12-12,15.199500,15.532000,15.150500,15.366000,15.366000,63070000
2014-12-15,15.443500,15.543000,15.107500,15.303500,15.303500,76832000
2014-12-16,15.217500,15.224500,14.750500,14.753000,14.753000,130026000
2014-12-17,14.818500,14.983500,14.651500,14.944000,14.944000,88670000
2014-12-18,15.200500,15.225000,14.662500,14.886500,14.886500,154762000
2014-12-19,14.845500,15.077000,14.776000,14.995000,14.995000,174182000
2014-12-22,15.097000,15.368000,15.097000,15.327000,15.327000,80076000
2014-12-23,15.349000,15.374500,15.162500,15.314500,15.314500,54274000
2014-12-24,15.319000,15.350000,15.144000,15.151500,15.151500,30276000
2014-12-26,15.250000,15.539000,15.190500,15.454500,15.454500,57876000
2014-12-29,15.392500,15.713500,15.329000,15.602000,15.602000,60180000
2014-12-30,15.495500,15.697000,15.467000,15.515000,15.515000,41860000
